Alegría-Dulantzi,id01001
Guriezo,id39030
Hazas de Cesto,id39031
Hermandad de Campoo de Suso,id39032
Herrerías,id39033
Lamasón,id39034
Laredo,id39035
Liendo,id39036
Liérganes,id39037
Limpias,id39038
Luena,id39039
Marina de Cudeyo,id39040
Mazcuerras,id39041
Medio Cudeyo,id39042
Meruelo,id39043
Miengo,id39044
Miera,id39045
Molledo,id39046
Noja,id39047
Penagos,id39048
Peñarrubia,id39049
Pesaguero,id39050
Pesquera,id39051
Piélagos,id39052
Polaciones,id39053
Polanco,id39054
Potes,id39055
Puente Viesgo,id39056
Ramales de la Victoria,id39057
Rasines,id39058
Reinosa,id39059
Reocín,id39060
Ribamontán al Mar,id39061
Ribamontán al Monte,id39062
Rionansa,id39063
Riotuerto,id39064
"Rozas de Valdearroyo, Las",id39065
Ruente,id39066
Ruesga,id39067
Ruiloba,id39068
San Felices de Buelna,id39069
San Miguel de Aguayo,id39070
San Pedro del Romeral,id39071
San Roque de Riomiera,id39072
Santa Cruz de Bezana,id39073
Santa María de Cayón,id39074
Santander,id39075
Santillana del Mar,id39076
Santiurde de Reinosa,id39077
Santiurde de Toranzo,id39078
Santoña,id39079
San Vicente de la Barquera,id39080
Saro,id39081
Selaya,id39082
Soba,id39083
Solórzano,id39084
Suances,id39085
"Tojos, Los",id39086
Torrelavega,id39087
Tresviso,id39088
Tudanca,id39089
Udías,id39090
Valdáliga,id39091
Valdeolea,id39092
Valdeprado del Río,id39093
Valderredible,id39094
Val de San Vicente,id39095
Vega de Liébana,id39096
Vega de Pas,id39097
Villacarriedo,id39098
Villaescusa,id39099
Villafufre,id39100
Valle de Villaverde,id39101
Voto,id39102
Abades,id40001
Adrada de Pirón,id40002
Adrados,id40003
Aguilafuente,id40004
Alconada de Maderuelo,id40005
Aldealcorvo,id40006
Aldealengua de Pedraza,id40007
Aldealengua de Santa María,id40008
Aldeanueva de la Serrezuela,id40009
Aldeanueva del Codonal,id40010
Aldea Real,id40012
Aldeasoña,id40013
Aldehorno,id40014
Aldehuela del Codonal,id40015
Aldeonte,id40016
Anaya,id40017
Añe,id40018
Arahuetes,id40019
Arcones,id40020
Arevalillo de Cega,id40021
Armuña,id40022
Ayllón,id40024
Barbolla,id40025
Basardilla,id40026
Bercial,id40028
Bercimuel,id40029
Bernardos,id40030
Bernuy de Porreros,id40031
Boceguillas,id40032
Brieva,id40033
Caballar,id40034
Cabañas de Polendos,id40035
Cabezuela,id40036
Calabazas de Fuentidueña,id40037
Campo de San Pedro,id40039
Cantalejo,id40040
Cantimpalos,id40041
Carbonero el Mayor,id40043
Carrascal del Río,id40044
Casla,id40045
Castillejo de Mesleón,id40046
Castro de Fuentidueña,id40047
Castrojimeno,id40048
Castroserna de Abajo,id40049
Castroserracín,id40051
Cedillo de la Torre,id40052
Cerezo de Abajo,id40053
Cerezo de Arriba,id40054
Cilleruelo de San Mamés,id40055
Cobos de Fuentidueña,id40056
Coca,id40057
Codorniz,id40058
Collado Hermoso,id40059
Condado de Castilnovo,id40060
Corral de Ayllón,id40061
Cubillo,id40062
Cuéllar,id40063
Chañe,id40065
Domingo García,id40068
Donhierro,id40069
Duruelo,id40070
Encinas,id40071
Encinillas,id40072
Escalona del Prado,id40073
Escarabajosa de Cabezas,id40074
Escobar de Polendos,id40075
"Espinar, El",id40076
Espirdo,id40077
Fresneda de Cuéllar,id40078
Fresno de Cantespino,id40079
Fresno de la Fuente,id40080
Frumales,id40081
Fuente de Santa Cruz,id40082
Fuente el Olmo de Fuentidueña,id40083
Fuente el Olmo de Íscar,id40084
Fuentepelayo,id40086
Fuentepiñel,id40087
Fuenterrebollo,id40088
Fuentesaúco de Fuentidueña,id40089
Fuentesoto,id40091
Fuentidueña,id40092
Gallegos,id40093
Garcillán,id40094
Gomezserracín,id40095
Grajera,id40097
Honrubia de la Cuesta,id40099
Hontalbilla,id40100
Hontanares de Eresma,id40101
"Huertos, Los",id40103
Ituero y Lama,id40104
Juarros de Riomoros,id40105
Juarros de Voltoya,id40106
Labajos,id40107
Laguna de Contreras,id40108
Languilla,id40109
Lastras de Cuéllar,id40110
Lastras del Pozo,id40111
"Lastrilla, La",id40112
"Losa, La",id40113
Maderuelo,id40115
Marazuela,id40118
Martín Miguel,id40119
Martín Muñoz de la Dehesa,id40120
Martín Muñoz de las Posadas,id40121
Marugán,id40122
Matabuena,id40123
Mata de Cuéllar,id40124
"Matilla, La",id40125
Melque de Cercos,id40126
Membibre de la Hoz,id40127
Migueláñez,id40128
Montejo de Arévalo,id40129
Montejo de la Vega de la Serrezuela,id40130
Monterrubio,id40131
Moral de Hornuez,id40132
Mozoncillo,id40134
Muñopedro,id40135
Muñoveros,id40136
Nava de la Asunción,id40138
Navafría,id40139
Navalilla,id40140
Navalmanzano,id40141
Navares de Ayuso,id40142
Navares de Enmedio,id40143
Navares de las Cuevas,id40144
Navas de Oro,id40145
Navas de San Antonio,id40146
Nieva,id40148
Olombrada,id40149
Orejana,id40150
Ortigosa de Pestaño,id40151
Otero de Herreros,id40152
Pajarejos,id40154
Palazuelos de Eresma,id40155
Pedraza,id40156
Pelayos del Arroyo,id40157
Perosillo,id40158
Pinarejos,id40159
Pinarnegrillo,id40160
Pradales,id40161
Prádena,id40162
Puebla de Pedraza,id40163
Rapariegos,id40164
Rebollo,id40165
Remondo,id40166
Riaguas de San Bartolomé,id40168
Riaza,id40170
Ribota,id40171
Riofrío de Riaza,id40172
Roda de Eresma,id40173
Sacramenia,id40174
Samboal,id40176
San Cristóbal de Cuéllar,id40177
San Cristóbal de la Vega,id40178
Sanchonuño,id40179
Sangarcía,id40180
Real Sitio de San Ildefonso,id40181
San Martín y Mudrián,id40182
San Miguel de Bernuy,id40183
San Pedro de Gaíllos,id40184
Santa María la Real de Nieva,id40185
Santa Marta del Cerro,id40186
Santiuste de Pedraza,id40188
Santiuste de San Juan Bautista,id40189
Santo Domingo de Pirón,id40190
Santo Tomé del Puerto,id40191
Sauquillo de Cabezas,id40192
Sebúlcor,id40193
Segovia,id40194
Sepúlveda,id40195
Sequera de Fresno,id40196
Sotillo,id40198
Sotosalbos,id40199
Tabanera la Luenga,id40200
Tolocirio,id40201
Torreadrada,id40202
Torrecaballeros,id40203
Torrecilla del Pinar,id40204
Torreiglesias,id40205
Torre Val de San Pedro,id40206
Trescasas,id40207
Turégano,id40208
Urueñas,id40210
Valdeprados,id40211
Valdevacas de Montejo,id40212
Valdevacas y Guijar,id40213
Valseca,id40214
Valtiendas,id40215
Valverde del Majano,id40216
Valle de Tabladillo,id40218
Vallelado,id40219
Valleruela de Pedraza,id40220
Valleruela de Sepúlveda,id40221
Veganzones,id40222
Vegas de Matute,id40223
Ventosilla y Tejadilla,id40224
Villacastín,id40225
Villaverde de Íscar,id40228
Villaverde de Montejo,id40229
Villeguillo,id40230
Yanguas de Eresma,id40231
Zarzuela del Monte,id40233
Zarzuela del Pinar,id40234
Ortigosa del Monte,id40901
Cozuelos de Fuentidueña,id40902
Marazoleja,id40903
Navas de Riofrío,id40904
Cuevas de Provanco,id40905
San Cristóbal de Segovia,id40906
Aguadulce,id41001
Alanís,id41002
Albaida del Aljarafe,id41003
Alcalá de Guadaíra,id41004
Alcalá del Río,id41005
Alcolea del Río,id41006
"Algaba, La",id41007
Algámitas,id41008
Almadén de la Plata,id41009
Almensilla,id41010
Arahal,id41011
Aznalcázar,id41012
Aznalcóllar,id41013
Badolatosa,id41014
Benacazón,id41015
Bollullos de la Mitación,id41016
Bormujos,id41017
Brenes,id41018
Burguillos,id41019
"Cabezas de San Juan, Las",id41020
Camas,id41021
"Campana, La",id41022
Cantillana,id41023
Carmona,id41024
Carrión de los Céspedes,id41025
Casariche,id41026
Castilblanco de los Arroyos,id41027
Castilleja de Guzmán,id41028
Castilleja de la Cuesta,id41029
Castilleja del Campo,id41030
"Castillo de las Guardas, El",id41031
Cazalla de la Sierra,id41032
Constantina,id41033
Coria del Río,id41034
Coripe,id41035
"Coronil, El",id41036
"Corrales, Los",id41037
Dos Hermanas,id41038
Écija,id41039
Espartinas,id41040
Estepa,id41041
Fuentes de Andalucía,id41042
"Garrobo, El",id41043
Gelves,id41044
Gerena,id41045
Gilena,id41046
Gines,id41047
Guadalcanal,id41048
Guillena,id41049
Herrera,id41050
Huévar del Aljarafe,id41051
Lantejuela,id41052
Lebrija,id41053
Lora de Estepa,id41054
Lora del Río,id41055
"Luisiana, La",id41056
"Madroño, El",id41057
Mairena del Alcor,id41058
Mairena del Aljarafe,id41059
Marchena,id41060
Marinaleda,id41061
Martín de la Jara,id41062
"Molares, Los",id41063
Montellano,id41064
Morón de la Frontera,id41065
"Navas de la Concepción, Las",id41066
Olivares,id41067
Osuna,id41068
"Palacios y Villafranca, Los",id41069
Palomares del Río,id41070
Paradas,id41071
Pedrera,id41072
"Pedroso, El",id41073
Peñaflor,id41074
Pilas,id41075
Pruna,id41076
"Puebla de Cazalla, La",id41077
"Puebla de los Infantes, La",id41078
"Puebla del Río, La",id41079
"Real de la Jara, El",id41080
"Rinconada, La",id41081
"Roda de Andalucía, La",id41082
"Ronquillo, El",id41083
"Rubio, El",id41084
Salteras,id41085
San Juan de Aznalfarache,id41086
Sanlúcar la Mayor,id41087
San Nicolás del Puerto,id41088
Santiponce,id41089
"Saucejo, El",id41090
Sevilla,id41091
Tocina,id41092
Tomares,id41093
Umbrete,id41094
Utrera,id41095
Valencina de la Concepción,id41096
Villamanrique de la Condesa,id41097
Villanueva del Ariscal,id41098
Villanueva del Río y Minas,id41099
Villanueva de San Juan,id41100
Villaverde del Río,id41101
"Viso del Alcor, El",id41102
Cañada Rosal,id41901
Isla Mayor,id41902
"Cuervo de Sevilla, El",id41903
Abejar,id42001
Adradas,id42003
Ágreda,id42004
Alconaba,id42006
Alcubilla de Avellaneda,id42007
Alcubilla de las Peñas,id42008
Aldealafuente,id42009
Aldealices,id42010
Aldealpozo,id42011
Aldealseñor,id42012
Aldehuela de Periáñez,id42013
"Aldehuelas, Las",id42014
Alentisque,id42015
Aliud,id42016
Almajano,id42017
Almaluez,id42018
Almarza,id42019
Almazán,id42020
Almazul,id42021
Almenar de Soria,id42022
Alpanseque,id42023
Arancón,id42024
Arcos de Jalón,id42025
Arenillas,id42026
Arévalo de la Sierra,id42027
Ausejo de la Sierra,id42028
Baraona,id42029
Barca,id42030
Barcones,id42031
Bayubas de Abajo,id42032
Bayubas de Arriba,id42033
Beratón,id42034
Berlanga de Duero,id42035
Blacos,id42036
Bliecos,id42037
Borjabad,id42038
Borobia,id42039
Buberos,id42041
Buitrago,id42042
Burgo de Osma-Ciudad de Osma,id42043
Cabrejas del Campo,id42044
Cabrejas del Pinar,id42045
Calatañazor,id42046
Caltojar,id42048
Candilichera,id42049
Cañamaque,id42050
Carabantes,id42051
Caracena,id42052
Carrascosa de Abajo,id42053
Carrascosa de la Sierra,id42054
Casarejos,id42055
Castilfrío de la Sierra,id42056
Castilruiz,id42057
Castillejo de Robledo,id42058
Centenera de Andaluz,id42059
Cerbón,id42060
Cidones,id42061
Cigudosa,id42062
Cihuela,id42063
Ciria,id42064
Cirujales del Río,id42065
Coscurita,id42068
Covaleda,id42069
Cubilla,id42070
Cubo de la Solana,id42071
Cueva de Ágreda,id42073
Dévanos,id42075
Deza,id42076
Duruelo de la Sierra,id42078
Escobosa de Almazán,id42079
Espeja de San Marcelino,id42080
Espejón,id42081
Estepa de San Juan,id42082
Frechilla de Almazán,id42083
Fresno de Caracena,id42084
Fuentearmegil,id42085
Fuentecambrón,id42086
Fuentecantos,id42087
Fuentelmonge,id42088
Fuentelsaz de Soria,id42089
Fuentepinilla,id42090
Fuentes de Magaña,id42092
Fuentestrún,id42093
Garray,id42094
Golmayo,id42095
Gómara,id42096
Gormaz,id42097
Herrera de Soria,id42098
Hinojosa del Campo,id42100
Langa de Duero,id42103
Liceras,id42105
"Losilla, La",id42106
Magaña,id42107
Maján,id42108
Matalebreras,id42110
Matamala de Almazán,id42111
Medinaceli,id42113
Miño de Medinaceli,id42115
Miño de San Esteban,id42116
Molinos de Duero,id42117
Momblona,id42118
Monteagudo de las Vicarías,id42119
Montejo de Tiermes,id42120
Montenegro de Cameros,id42121
Morón de Almazán,id42123
Muriel de la Fuente,id42124
Muriel Viejo,id42125
Nafría de Ucero,id42127
Narros,id42128
Navaleno,id42129
Nepas,id42130
Nolay,id42131
Noviercas,id42132
Ólvega,id42134
Oncala,id42135
Pinilla del Campo,id42139
Portillo de Soria,id42140
"Póveda de Soria, La",id42141
Pozalmuro,id42142
Quintana Redonda,id42144
Quintanas de Gormaz,id42145
Quiñonería,id42148
"Rábanos, Los",id42149
Rebollar,id42151
Recuerda,id42152
Rello,id42153
Renieblas,id42154
Retortillo de Soria,id42155
Reznos,id42156
"Riba de Escalote, La",id42157
Rioseco de Soria,id42158
Rollamienta,id42159
"Royo, El",id42160
Salduero,id42161
San Esteban de Gormaz,id42162
San Felices,id42163
San Leonardo de Yagüe,id42164
San Pedro Manrique,id42165
Santa Cruz de Yanguas,id42166
Santa María de Huerta,id42167
Santa María de las Hoyas,id42168
Serón de Nágima,id42171
Soliedra,id42172
Soria,id42173
Sotillo del Rincón,id42174
Suellacabras,id42175
Tajahuerce,id42176
Tajueco,id42177
Talveila,id42178
Tardelcuende,id42181
Taroda,id42182
Tejado,id42183
Torlengua,id42184
Torreblacos,id42185
Torrubia de Soria,id42187
Trévago,id42188
Ucero,id42189
Vadillo,id42190
Valdeavellano de Tera,id42191
Valdegeña,id42192
Valdelagua del Cerro,id42193
Valdemaluque,id42194
Valdenebro,id42195
Valdeprado,id42196
Valderrodilla,id42197
Valtajeros,id42198
Velamazán,id42200
Velilla de la Sierra,id42201
Velilla de los Ajos,id42202
Viana de Duero,id42204
Villaciervos,id42205
Villanueva de Gormaz,id42206
Villar del Ala,id42207
Villar del Campo,id42208
Villar del Río,id42209
"Villares de Soria, Los",id42211
Villasayas,id42212
Villaseca de Arciel,id42213
Vinuesa,id42215
Vizmanos,id42216
Vozmediano,id42217
Yanguas,id42218
Yelo,id42219
Aiguamúrcia,id43001
Albinyana,id43002
"Albiol, L'",id43003
Alcanar,id43004
Alcover,id43005
Aldover,id43006
"Aleixar, L'",id43007
Alfara de Carles,id43008
Alforja,id43009
Alió,id43010
Almoster,id43011
Altafulla,id43012
"Ametlla de Mar, L'",id43013
Amposta,id43014
Arbolí,id43015
"Arboç, L'",id43016
"Argentera, L'",id43017
Arnes,id43018
Ascó,id43019
Banyeres del Penedès,id43020
Barberà de la Conca,id43021
Batea,id43022
Bellmunt del Priorat,id43023
Bellvei,id43024
Benifallet,id43025
Benissanet,id43026
"Bisbal de Falset, La",id43027
"Bisbal del Penedès, La",id43028
Blancafort,id43029
Bonastre,id43030
"Borges del Camp, Les",id43031
Bot,id43032
Botarell,id43033
Bràfim,id43034
Cabacés,id43035
Cabra del Camp,id43036
Calafell,id43037
Cambrils,id43038
Capafonts,id43039
Capçanes,id43040
Caseres,id43041
Castellvell del Camp,id43042
"Catllar, El",id43043
"Sénia, La",id43044
Colldejou,id43045
Conesa,id43046
Constantí,id43047
Corbera d'Ebre,id43048
Cornudella de Montsant,id43049
Creixell,id43050
Cunit,id43051
Xerta,id43052
Duesaigües,id43053
"Espluga de Francolí, L'",id43054
Falset,id43055
"Fatarella, La",id43056
"Febró, La",id43057
"Figuera, La",id43058
Figuerola del Camp,id43059
Flix,id43060
Forès,id43061
Freginals,id43062
"Galera, La",id43063
Gandesa,id43064
Garcia,id43065
"Garidells, Els",id43066
Ginestar,id43067
Godall,id43068
Gratallops,id43069
"Guiamets, Els",id43070
Horta de Sant Joan,id43071
"Lloar, El",id43072
Llorac,id43073
Llorenç del Penedès,id43074
Margalef,id43075
Marçà,id43076
Mas de Barberans,id43077
Masdenverge,id43078
Masllorenç,id43079
"Masó, La",id43080
Maspujols,id43081
"Masroig, El",id43082
"Milà, El",id43083
Miravet,id43084
"Molar, El",id43085
Montblanc,id43086
Montbrió del Camp,id43088
Montferri,id43089
"Montmell, El",id43090
Mont-ral,id43091
Mont-roig del Camp,id43092
Móra d'Ebre,id43093
Móra la Nova,id43094
"Morell, El",id43095
"Morera de Montsant, La",id43096
"Nou de Gaià, La",id43097
Nulles,id43098
"Palma d'Ebre, La",id43099
"Pallaresos, Els",id43100
Passanant i Belltall,id43101
Paüls,id43102
Perafort,id43103
"Perelló, El",id43104
"Piles, Les",id43105
"Pinell de Brai, El",id43106
Pira,id43107
"Pla de Santa Maria, El",id43108
"Pobla de Mafumet, La",id43109
"Pobla de Massaluca, La",id43110
"Pobla de Montornès, La",id43111
Poboleda,id43112
"Pont d'Armentera, El",id43113
Porrera,id43114
Pradell de la Teixeta,id43115
Prades,id43116
Prat de Comte,id43117
Pratdip,id43118
Puigpelat,id43119
Querol,id43120
Rasquera,id43121
Renau,id43122
Reus,id43123
"Riba, La",id43124
Riba-roja d'Ebre,id43125
"Riera de Gaià, La",id43126
Riudecanyes,id43127
Riudecols,id43128
Riudoms,id43129
Rocafort de Queralt,id43130
Roda de Berà,id43131
Rodonyà,id43132
Roquetes,id43133
"Rourell, El",id43134
Salomó,id43135
Sant Carles de la Ràpita,id43136
Sant Jaume dels Domenys,id43137
Santa Bàrbara,id43138
Santa Coloma de Queralt,id43139
Santa Oliva,id43140
Pontils,id43141
Sarral,id43142
Savallà del Comtat,id43143
"Secuita, La",id43144
"Selva del Camp, La",id43145
Senan,id43146
Solivella,id43147
Tarragona,id43148
Tivenys,id43149
Tivissa,id43150
"Torre de Fontaubella, La",id43151
"Torre de l'Espanyol, La",id43152
Torredembarra,id43153
Torroja del Priorat,id43154
Tortosa,id43155
Ulldecona,id43156
Ulldemolins,id43157
Vallclara,id43158
Vallfogona de Riucorb,id43159
Vallmoll,id43160
Valls,id43161
Vandellòs i l'Hospitalet de l'Infant,id43162
"Vendrell, El",id43163
Vespella de Gaià,id43164
Vilabella,id43165
Vilallonga del Camp,id43166
Vilanova d'Escornalbou,id43167
Vilanova de Prades,id43168
Vilaplana,id43169
Vila-rodona,id43170
Vila-seca,id43171
Vilaverd,id43172
"Vilella Alta, La",id43173
"Vilella Baixa, La",id43174
Vilalba dels Arcs,id43175
Vimbodí i Poblet,id43176
Vinebre,id43177
Vinyols i els Arcs,id43178
Deltebre,id43901
Sant Jaume d'Enveja,id43902
Camarles,id43903
"Aldea, L'",id43904
Salou,id43905
"Ampolla, L'",id43906
"Canonja, La",id43907
Ababuj,id44001
Abejuela,id44002
Aguatón,id44003
Aguaviva,id44004
Aguilar del Alfambra,id44005
Alacón,id44006
Alba,id44007
Albalate del Arzobispo,id44008
Albarracín,id44009
Albentosa,id44010
Alcaine,id44011
Alcalá de la Selva,id44012
Alcañiz,id44013
Alcorisa,id44014
Alfambra,id44016
Aliaga,id44017
Almohaja,id44018
Alobras,id44019
Alpeñés,id44020
Allepuz,id44021
Alloza,id44022
Allueva,id44023
Anadón,id44024
Andorra,id44025
Arcos de las Salinas,id44026
Arens de Lledó,id44027
Argente,id44028
Ariño,id44029
Azaila,id44031
Bádenas,id44032
Báguena,id44033
Bañón,id44034
Barrachina,id44035
Bea,id44036
Beceite,id44037
Belmonte de San José,id44038
Bello,id44039
Berge,id44040
Bezas,id44041
Blancas,id44042
Blesa,id44043
Bordón,id44044
Bronchales,id44045
Bueña,id44046
Burbáguena,id44047
Cabra de Mora,id44048
Calaceite,id44049
Calamocha,id44050
Calanda,id44051
Calomarde,id44052
Camañas,id44053
Camarena de la Sierra,id44054
Camarillas,id44055
Caminreal,id44056
Cantavieja,id44059
Cañada de Benatanduz,id44060
"Cañada de Verich, La",id44061
Cañada Vellida,id44062
Cañizar del Olivar,id44063
Cascante del Río,id44064
Castejón de Tornos,id44065
Castel de Cabra,id44066
Castelnou,id44067
Castelserás,id44068
"Castellar, El",id44070
Castellote,id44071
Cedrillas,id44074
Celadas,id44075
Cella,id44076
"Cerollera, La",id44077
"Codoñera, La",id44080
Corbalán,id44082
Cortes de Aragón,id44084
Cosa,id44085
Cretas,id44086
Crivillén,id44087
"Cuba, La",id44088
Cubla,id44089
Cucalón,id44090
"Cuervo, El",id44092
Cuevas de Almudén,id44093
Cuevas Labradas,id44094
Ejulve,id44096
Escorihuela,id44097
Escucha,id44099
Estercuel,id44100
Ferreruela de Huerva,id44101
Fonfría,id44102
Formiche Alto,id44103
Fórnoles,id44105
Fortanete,id44106
Foz-Calanda,id44107
"Fresneda, La",id44108
Frías de Albarracín,id44109
Fuenferrada,id44110
Fuentes Calientes,id44111
Fuentes Claras,id44112
Fuentes de Rubielos,id44113
Fuentespalda,id44114
Galve,id44115
Gargallo,id44116
Gea de Albarracín,id44117
"Ginebrosa, La",id44118
Griegos,id44119
Guadalaviar,id44120
Gúdar,id44121
Híjar,id44122
Hinojosa de Jarque,id44123
"Hoz de la Vieja, La",id44124
Huesa del Común,id44125
"Iglesuela del Cid, La",id44126
Jabaloyas,id44127
Jarque de la Val,id44128
Jatiel,id44129
Jorcas,id44130
Josa,id44131
Lagueruela,id44132
Lanzuela,id44133
Libros,id44135
Lidón,id44136
Linares de Mora,id44137
Loscos,id44138
Lledó,id44141
Maicas,id44142
Manzanera,id44143
Martín del Río,id44144
Mas de las Matas,id44145
"Mata de los Olmos, La",id44146
Mazaleón,id44147
Mezquita de Jarque,id44148
Mirambel,id44149
Miravete de la Sierra,id44150
Molinos,id44151
Monforte de Moyuela,id44152
Monreal del Campo,id44153
Monroyo,id44154
Montalbán,id44155
Monteagudo del Castillo,id44156
Monterde de Albarracín,id44157
Mora de Rubielos,id44158
Moscardón,id44159
Mosqueruela,id44160
Muniesa,id44161
Noguera de Albarracín,id44163
Nogueras,id44164
Nogueruelas,id44165
Obón,id44167
Odón,id44168
Ojos Negros,id44169
Olba,id44171
Oliete,id44172
"Olmos, Los",id44173
Orihuela del Tremedal,id44174
Orrios,id44175
Palomar de Arroyos,id44176
Pancrudo,id44177
"Parras de Castellote, Las",id44178
Peñarroya de Tastavins,id44179
Peracense,id44180
Peralejos,id44181
Perales del Alfambra,id44182
Pitarque,id44183
Plou,id44184
"Pobo, El",id44185
"Portellada, La",id44187
Pozondón,id44189
Pozuel del Campo,id44190
"Puebla de Híjar, La",id44191
"Puebla de Valverde, La",id44192
Puertomingalvo,id44193
Ráfales,id44194
Rillo,id44195
Riodeva,id44196
Ródenas,id44197
Royuela,id44198
Rubiales,id44199
Rubielos de la Cérida,id44200
Rubielos de Mora,id44201
Salcedillo,id44203
Saldón,id44204
Samper de Calanda,id44205
San Agustín,id44206
San Martín del Río,id44207
Santa Cruz de Nogueras,id44208
Santa Eulalia,id44209
Sarrión,id44210
Segura de los Baños,id44211
Seno,id44212
Singra,id44213
Terriente,id44215
Teruel,id44216
Toril y Masegoso,id44217
Tormón,id44218
Tornos,id44219
Torralba de los Sisones,id44220
Torrecilla de Alcañiz,id44221
Torrecilla del Rebollar,id44222
Torre de Arcas,id44223
Torre de las Arcas,id44224
Torre del Compte,id44225
Torrelacárcel,id44226
Torre los Negros,id44227
Torremocha de Jiloca,id44228
Torres de Albarracín,id44229
Torrevelilla,id44230
Torrijas,id44231
Torrijo del Campo,id44232
Tramacastiel,id44234
Tramacastilla,id44235
Tronchón,id44236
Urrea de Gaén,id44237
Utrillas,id44238
Valacloche,id44239
Valbona,id44240
Valdealgorfa,id44241
Valdecuenca,id44243
Valdelinares,id44244
Valdeltormo,id44245
Valderrobres,id44246
Valjunquera,id44247
"Vallecillo, El",id44249
Veguillas de la Sierra,id44250
Villafranca del Campo,id44251
Villahermosa del Campo,id44252
Villanueva del Rebollar de la Sierra,id44256
Villar del Cobo,id44257
Villar del Salz,id44258
Villarluengo,id44260
Villarquemado,id44261
Villarroya de los Pinares,id44262
Villastar,id44263
Villel,id44264
Vinaceite,id44265
Visiedo,id44266
Vivel del Río Martín,id44267
"Zoma, La",id44268
Ajofrín,id45001
Alameda de la Sagra,id45002
Albarreal de Tajo,id45003
Alcabón,id45004
Alcañizo,id45005
Alcaudete de la Jara,id45006
Alcolea de Tajo,id45007
Aldea en Cabo,id45008
Aldeanueva de Barbarroya,id45009
Aldeanueva de San Bartolomé,id45010
Almendral de la Cañada,id45011
Almonacid de Toledo,id45012
Almorox,id45013
Añover de Tajo,id45014
Arcicóllar,id45015
Argés,id45016
Azután,id45017
Barcience,id45018
Bargas,id45019
Belvís de la Jara,id45020
Borox,id45021
Buenaventura,id45022
Burguillos de Toledo,id45023
Burujón,id45024
Cabañas de la Sagra,id45025
Cabañas de Yepes,id45026
Cabezamesada,id45027
Calera y Chozas,id45028
Caleruela,id45029
Calzada de Oropesa,id45030
Camarena,id45031
Camarenilla,id45032
"Campillo de la Jara, El",id45033
Camuñas,id45034
Cardiel de los Montes,id45035
Carmena,id45036
"Carpio de Tajo, El",id45037
Carranque,id45038
Carriches,id45039
"Casar de Escalona, El",id45040
Casarrubios del Monte,id45041
Casasbuenas,id45042
Castillo de Bayuela,id45043
Cazalegas,id45045
Cebolla,id45046
Cedillo del Condado,id45047
"Cerralbos, Los",id45048
Cervera de los Montes,id45049
Ciruelos,id45050
Cobeja,id45051
Cobisa,id45052
Consuegra,id45053
Corral de Almaguer,id45054
Cuerva,id45055
Chozas de Canales,id45056
Chueca,id45057
Domingo Pérez,id45058
Dosbarrios,id45059
Erustes,id45060
Escalona,id45061
Escalonilla,id45062
Espinoso del Rey,id45063
Esquivias,id45064
"Estrella, La",id45065
Fuensalida,id45066
Gálvez,id45067
Garciotum,id45068
Gerindote,id45069
Guadamur,id45070
"Guardia, La",id45071
"Herencias, Las",id45072
Herreruela de Oropesa,id45073
Hinojosa de San Vicente,id45074
Hontanar,id45075
Hormigos,id45076
Huecas,id45077
Huerta de Valdecarábanos,id45078
"Iglesuela, La",id45079
Illán de Vacas,id45080
Illescas,id45081
Lagartera,id45082
Layos,id45083
Lillo,id45084
Lominchar,id45085
Lucillos,id45086
Madridejos,id45087
Magán,id45088
Malpica de Tajo,id45089
Manzaneque,id45090
Maqueda,id45091
Marjaliza,id45092
Marrupe,id45093
Mascaraque,id45094
"Mata, La",id45095
Mazarambroz,id45096
Mejorada,id45097
Menasalbas,id45098
Méntrida,id45099
Mesegar de Tajo,id45100
Miguel Esteban,id45101
Mocejón,id45102
Mohedas de la Jara,id45103
Montearagón,id45104
Montesclaros,id45105
Mora,id45106
Nambroca,id45107
"Nava de Ricomalillo, La",id45108
Navahermosa,id45109
Navalcán,id45110
Navalmoralejo,id45111
"Navalmorales, Los",id45112
"Navalucillos, Los",id45113
Navamorcuende,id45114
Noblejas,id45115
Noez,id45116
Nombela,id45117
Novés,id45118
Numancia de la Sagra,id45119
Nuño Gómez,id45120
Ocaña,id45121
Olías del Rey,id45122
Ontígola,id45123
Orgaz,id45124
Oropesa,id45125
Otero,id45126
Palomeque,id45127
Pantoja,id45128
Paredes de Escalona,id45129
Parrillas,id45130
Pelahustán,id45131
Pepino,id45132
Polán,id45133
Portillo de Toledo,id45134
"Puebla de Almoradiel, La",id45135
"Puebla de Montalbán, La",id45136
"Pueblanueva, La",id45137
"Puente del Arzobispo, El",id45138
Puerto de San Vicente,id45139
Pulgar,id45140
Quero,id45141
Quintanar de la Orden,id45142
Quismondo,id45143
"Real de San Vicente, El",id45144
Recas,id45145
Retamoso de la Jara,id45146
Rielves,id45147
Robledo del Mazo,id45148
"Romeral, El",id45149
San Bartolomé de las Abiertas,id45150
San Martín de Montalbán,id45151
San Martín de Pusa,id45152
San Pablo de los Montes,id45153
San Román de los Montes,id45154
Santa Ana de Pusa,id45155
Santa Cruz de la Zarza,id45156
Santa Cruz del Retamar,id45157
Santa Olalla,id45158
Sartajada,id45159
Segurilla,id45160
Seseña,id45161
Sevilleja de la Jara,id45162
Sonseca,id45163
Sotillo de las Palomas,id45164
